tipo_morte;hora;bairro_ocorrencia;logradouro;genero;etnia;idade;profissao;escolaridade;instrumento_utilizado;faixa;turno
HOMICIDIO;NI;LAGOA AZUL;R MONSENHOR HONORIO, PROXIMO AO CAMPO DE FUTEBOL DE NOVA NATAL;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;TV PAI CELESTIAL Nº 44;MASCULINO;BRANCA;20;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;TV SAO SEBASTIAO , VILA PARAISO;MASCULINO;BRANCA;20;NI;NI;ARMA DE FOGO;ADULTO;NI
LATROCINIO;NI;QUINTAS;R SANTA HELENA Nº 49;MASCULINO;PARDA;20;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;NOSSA SRA DA APRESENTAÇÃO;R COMANDANTE COSTA ;MASCULINO;BRANCA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;REDINHA;AV JOAO MEDEIROS FILHO;MASCULINO;PARDA;20;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;CIDADE NOVA;TV OTAVIO RODRIGUES;MASCULINO;BRANCA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE DA ESPERANÇA;NO PATIO DE VISTORIA DO DETRAN - CIDADE DA ESPERANCA - NATAL;MASCULINO;BRANCA;21;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R LUZIA MARTINS DE FRENTE A RESIDENCIA Nº 07 ;MASCULINO;BRANCA;21;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PAJUÇARA;R SANTA EULILIA Nº 1;MASCULINO;BRANCA;21;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;AV JOAO HELIO ;MASCULINO;PARDA;21;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOVA DESCOBERTA;R NELSON SANTOS ENTRE DA SAUDADE ;MASCULINO;BRANCA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;BOM PASTOR;R ARISTOFENES FERNANDES;MASCULINO;NEGRA;21;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;POTENGI;AV APUCARANA;MASCULINO;PARDA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R ABREU E LIMA ;MASCULINO;BRANCA;22;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;NOSSA SRA DA APRESENTAÇÃO;TV CANTO DAS PRINCESAS;MASCULINO;BRANCA;22;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;NOSSA SENHORA DE NAZARÉ;AV INTERVENTOR MARIO CAMARA;MASCULINO;PARDA;22;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R CORACAO DE JESUS Nº 65;MASCULINO;BRANCA;22;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;MÃE LUÍZA;R ATALAIA ;MASCULINO;NEGRA;22;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PAJUÇARA;R PROFESSORA ALICER RODRIGUES Nº 114 , SITIO PAJUCARA;MASCULINO;BRANCA;22;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PITIMBU;AV XAVANTES;MASCULINO;PARDA;22;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;POTENGI;R DIAS D' AVILA, PRACA DA MANGUEIRA NO CJ SOLIDADE I;MASCULINO;PARDA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;BOM PASTOR;R SANTA TEREZA Nº 60B;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R IVO FURTADO ;MASCULINO;BRANCA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE DA ESPERANÇA;R LUIZ FELIPE ;MASCULINO;BRANCA;22;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;IGAPÓ; R HENRIQUE DIAS COM A R SAO PEDRO ,NUM TERRENO BALDIO NA VILA PARAISO;MASCULINO;PARDA;22;MARCENEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R ALICE CAMARA Nº 20;MASCULINO;PARDA;23;NI;NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;NORDESTE;R: ALUIZIO ALVES ;MASCULINO;BRANCA;23;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R PEDRINHO BEZERRA ;MASCULINO;BRANCA;23;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;POTENGI;R DIAS D' AVILA, PRACA DA MANGUEIRA NO CJ SOLIDADE I;MASCULINO;PARDA;23;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;REDINHA;R ALTO DA CONCEICAO;MASCULINO;NEGRA;23;NI;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;NOSSA SRA DA APRESENTAÇÃO;R NOVA PARANAGUA Nº 51;MASCULINO;BRANCA;23;MONTADOR DE MOVEIS;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PONTA NEGRA;R MANOEL CONGO Nº 470 , VILA PONTA NEGRA;MASCULINO;PARDA;23;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R MONTE CELESTE ;MASCULINO;PARDA;23;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R VERANOPOLIS Nº 91 , CONJ DAS LAVANDEIRAS;MASCULINO;BRANCA;23;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R CABUGI Nº 439;MASCULINO;BRANCA;23;AUXILIAR ELETRICISTA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;POTENGI;IGNORADO ;MASCULINO;NEGRA;24;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PLANALTO;R BOA ESPERANCA;MASCULINO;PARDA;24;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;BOM PASTOR;R BIANOR MEDEIROS;MASCULINO;NEGRA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;MÃE LUÍZA;R ATALAIA ;MASCULINO;NEGRA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;ADULTO;NI
HOMICIDIO;NI;MÃE LUÍZA;ENTRE A TV CAMARAGIBE COM ANTONIO FELIX;MASCULINO;NEGRA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;QUINTAS;R SANTA LUZIA;MASCULINO;PARDA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;ALECRIM;OFICINA MECANICA DE BICHAO;MASCULINO;NEGRA;24;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;LOTEAMENTO LENIGRADO;MASCULINO;PARDA;24;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PAJUÇARA;R ACIOLE SANTA RITA DE CASSIA , LOT. BRASIL NOVO;MASCULINO;BRANCA;24;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;LAGOA AZUL;R SAO GERALDO , LOTEAMENTO JOSE SARNEY;MASCULINO;PARDA;24;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R SANTA CELIA ;MASCULINO;BRANCA;24;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PAJUÇARA;NI;MASCULINO;BRANCA;24;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;DIX-SEPT ROSADO;TV MIRA MORRO;MASCULINO;BRANCA;24;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;GUARAPES;ENTRE A R NOVO GUARAPES E A R SAO JOAO;MASCULINO;PARDA;25;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;FELIPE CAMARÃO;PROXIMO DA FAVELA DO FIO;MASCULINO;BRANCA;25;VIDRACEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;GUARAPES;AST ANATALIA;MASCULINO;PARDA;25;PESCADOR;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R DANTAS BARRETO Nº 543;MASCULINO;BRANCA;25;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R SANTA HELENA;MASCULINO;PARDA;25;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R MONTE CASTELO ;MASCULINO;PARDA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R DA FE Nº 50;MASCULINO;BRANCA;25;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;QUINTAS;AV 12 , LAVANDARIA DO JAPAO ;MASCULINO;PARDA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;REDINHA;R JOAO MEDEIROS FILHO , ESTRADA DA REDINHA;MASCULINO;NEGRA;25;NI;NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;PETRÓPOLIS;R ALTAMIRA ;MASCULINO;PARDA;25;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;NOSSA SRA DA APRESENTAÇÃO;VALE DOURADO/ZONA NORTE / NATAL;MASCULINO;BRANCA;26;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;FELIPE CAMARÃO;R DOS POTIGUARES ;MASCULINO;BRANCA;26;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;AVSEN CARLOS ALBERTO Nº 635;MASCULINO;BRANCA;26;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;ALECRIM;AV PRES BANDEIRA;MASCULINO;NEGRA;26;NI;NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;ROCAS;R MONTE CARLO;MASCULINO;NEGRA;27;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;FELIPE CAMARÃO;R SAO JOSE Nº 688 A;MASCULINO;BRANCA;27;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;QUINTAS;LAGOA DE CAPTACAO DA CAERN;MASCULINO;PARDA;27;AUXILIAR DE CARGA/DESCARGA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;POTENGI;AV ITAPETINGA;MASCULINO;PARDA;27;DETENTO;NI;ASFIXIA MECANICA PROVOCADA;ADULTO;NI
HOMICIDIO;NI;POTENGI;R DO LIMOEIRO ,CJ POTENGI;MASCULINO;PARDA;27;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;IGAPÓ;R SANTA LUZIA (VIA PUBLICA);MASCULINO;PARDA;27;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PAJUÇARA;R SUPERVISOR EVERALDO ,EM FRENTE A SUCATA JK METAIS;MASCULINO;PARDA;27;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;REDINHA;"TV RIO SALGADO , Nº 23 ""A"" CJ SALINAS ";MASCULINO;NEGRA;27;SEGURANCA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;GUARAPES;R LAGOA SECA;MASCULINO;PARDA;27;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R SAO GREGORIO ,PROXIMO A GRANJA DO EDEM;MASCULINO;PARDA;27;NI;NI;OBJETO CONTUNDENTE;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PAJUÇARA;R JOSE SOBRINHO LOT. NOVO HORIZONTE - PAJUCARA - NATAL;MASCULINO;PARDA;27;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R FELIPE DIAS;MASCULINO;BRANCA;27;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;IGAPÓ;R SANTA HELENA  Nº 15 , VILA PARAISO;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;QUINTAS;R RIO POTENGI;FEMININO;PARDA;28;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PAJUÇARA;R TOM JOBIM ,LOTEAMENTO NOVA REPUBLICA;MASCULINO;PARDA;28;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;CIDADE NOVA;R DANTAS BARRETO Nº 543;MASCULINO;BRANCA;28;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;QUINTAS;TV DO OUVIDOR ;MASCULINO;PARDA;28;INDUSTRIARIO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PAJUÇARA;R SUPERVISOR EVERALDO ,EM FRENTE A SUCATA JK METAIS;MASCULINO;PARDA;28;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PONTA NEGRA;2ª TV MORRO BRANCO ;MASCULINO;PARDA;29;ESTUDANTE D;SUPERIOR;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R DOS CAMPOS;MASCULINO;BRANCA;29;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;DIX-SEPT ROSADO;R JOAO FRANCISCO DE OLIVEIRA ;MASCULINO;BRANCA;29;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R DANTAS BARRETO Nº 543;MASCULINO;BRANCA;29;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PAJUÇARA;R CAMPO DA SELVA Nº 143 ,PARQUE FLORESTA;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;FELIPE CAMARÃO;R PROF. ANTONIO TRIGUEIRO (PROX. AO SUPER BOX NATAL);MASCULINO;BRANCA;29;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;QUINTAS;TV BANDEIRANTES Nº 793;FEMININO;PARDA;29;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;LAGOA AZUL;R SAO MATEUS ,LOTEAMENTO ELDORADO;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PRAIA DO MEIO;AV PRES CAFE FILHO;MASCULINO;PARDA;29;NI;NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;BOM PASTOR;TV DOS COLQUEIRAIS Nº 1835;MASCULINO;NEGRA;30;AGENTE DE SAUDE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;MÃE LUÍZA;R ALTO DA COLINA ;MASCULINO;NEGRA;30;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;GUARAPES;R DA LAGOA SECA;MASCULINO;PARDA;30;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R CORACAO DE JESUS;MASCULINO;BRANCA;30;NI;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;FELIPE CAMARÃO;R CRUZEIRO DO SUL;MASCULINO;BRANCA;30;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE DA ESPERANÇA;R DOS POTIGUARES;MASCULINO;BRANCA;30;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;REDINHA;R: PADRE CICERO ROMAO ;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R: POETA LUIZ RABELO ;MASCULINO;BRANCA;31;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;GUARAPES;R OLGA BENARIO Nº 255;MASCULINO;PARDA;31;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;POTENGI;CADEIA PUBLICA DE NATAL: RAIMUNDO NONATO, AV ITAPETINGA, S/N;MASCULINO;PARDA;31;DETENTO;NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;PONTA NEGRA;R MANOEL RODRIGUES Nº 9000;MASCULINO;PARDA;31;EMPRESARIO(A);SUPERIOR;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NORDESTE;TV DOS TRANSMISSORES;MASCULINO;BRANCA;31;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE ALTA;R BEIRA CANAL COM A TV SANTO AFONSO;MASCULINO;BRANCA;31;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;IGAPÓ;AV JOAO MEDEIROS FILHO;MASCULINO;PARDA;32;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;AV SANTA LUZIA;MASCULINO;BRANCA;32;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;QUINTAS;R PRES KENNEDY Nº 51;MASCULINO;NEGRA;32;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R LUIZA MARTINS;MASCULINO;BRANCA;32;NI;NI;ESPANCAMENTO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;CIDADE NOVA;R DAS MARGARIDAS Nº 46;MASCULINO;BRANCA;32;DESEMPREGADO;NI;ESPANCAMENTO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;VIA PUBLICA;MASCULINO;BRANCA;32;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;PARDA;33;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;DIX-SEPT ROSADO;AV INTERVENTOR MARIO CAMARA;MASCULINO;BRANCA;33;MARCENEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;MÃE LUÍZA;R CAMARAGIBE;FEMININO;NEGRA;33;EMPREGADO DOMESTICO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;TV ANTONIA DE MORAIS Nº 17 , JARDIM PROGRESSO;MASCULINO;BRANCA;33;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R CENTRAL ,ENCONTRADO DO LADO ESQUERDO DA LINHA DO TREM;MASCULINO;BRANCA;33;SERRALHEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;GUARAPES;AST ANATALIA;MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R ANTONIO CAROLINO , EM FRENTE AO PETYSCAO;FEMININO;BRANCA;34;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R PROF. ANTONIO TRIGUEIRO;MASCULINO;BRANCA;34;APOSENTADO(A);NI;OBJETO CONTUNDENTE;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R VIVALDO PEREIRA DE ARAUJO , VILA PARAISO;MASCULINO;BRANCA;35;POLICIAL MILITAR;SUPERIOR;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;QUINTAS;TV DO OUVIDOR ;MASCULINO;PARDA;35;AUXILIAR DE ENTREGA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R SAO SEBASTIAO Nº 5;MASCULINO;BRANCA;35;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;MÃE LUÍZA;R DA GUIA;MASCULINO;NEGRA;36;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;GUARAPES;R NOSSA SENHORA DA VITORIA;MASCULINO;PARDA;36;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R PERIMENTAL SUL Nº 90;MASCULINO;BRANCA;36;TECNICO EM INFORMATICA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;ALECRIM;R MANOEL MIRANDA Nº 664;MASCULINO;NEGRA;36;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R NOSSA SENHORA DO ROSARIO;MASCULINO;BRANCA;37;NI;NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;QUINTAS;R CRESO BEZERRA;MASCULINO;PARDA;38;ESTAGIARIO;ENSINO MEDIO COMPLETO;ARMA BRANCA;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;MÃE LUÍZA;2ª TV JOAO XXIII Nº 266;MASCULINO;NEGRA;38;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;BOM PASTOR;R POETA CAMOES , EM FRENTE A CHESF;FEMININO;NEGRA;38;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R DANTAS BARRETO Nº 543;MASCULINO;BRANCA;38;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PONTA NEGRA;R CABO HONORIO ;FEMININO;PARDA;38;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;ALECRIM;R JOAO CARLOS ;MASCULINO;NEGRA;38;POLICIAL MILITAR;SUPERIOR;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;REDINHA;R: SAO LUIZ Nº 238;MASCULINO;NEGRA;38;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PRAIA DO MEIO;R 25 DE DEZEMBRO;MASCULINO;PARDA;38;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;LAGOA NOVA;AV: ANTONIO BASILIO;MASCULINO;PARDA;38;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R SAO MARTINS;MASCULINO;PARDA;39;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;ALECRIM;AV PRES SARMENTO;MASCULINO;NEGRA;40;SEM PROFISSAO;NI;ARMA BRANCA;ADULTO;NI
